https://github.com/alien4cloud/alien4cloud,eb57d0feca6c37e0a4aafc3feef494e43e02ecda,14,alien4cloud-alien4cloud-security,alien4cloud.security.LdapAuthenticationProviderTest.testLdapUserImport,OD,Extended
https://github.com/apache/nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,15,nifi-registry-nifi-registry-core-nifi-registry-web-api,org.apache.nifi.registry.security.authorization.ResourceAuthorizationFilterSpec.secure requests to an unguarded resource are allowed without an authorization check,SKIP,Extended
https://github.com/apereo/java-cas-client,574b74fa64e4c95bda00ff41d06d358684a0b2e6,154,java-cas-client-cas-client-core,org.jasig.cas.client.validation.AssertionImplTests.testAssertionValidity,NO,Extended
https://github.com/ArangoDB-Community/arangodb-tinkerpop-provider,e61a1b05cda8b1aa6f61dbbed77841b6f260a9e6,8,arangodb-tinkerpop-provider,com.arangodb.tinkerpop.gremlin.client.test.ClientTest.test_ServerVersion,SKIP,Extended
https://github.com/c2mon/c2mon,d80687b119c713dd177a58cf53a997d8cc5ca264,117,c2mon-c2mon-daq-c2mon-daq-core,cern.c2mon.daq.filter.dynamic.DiffTimeDeadbandActivatorTest.testNoActivationOnFirstRecord,NO,Extended
https://github.com/c2mon/c2mon,d80687b119c713dd177a58cf53a997d8cc5ca264,9,c2mon-c2mon-server-c2mon-server-common,cern.c2mon.server.common.republisher.RepublisherImplTest.testMultipleExceptions,NO,Extended
https://github.com/cescoffier/vertx-completable-future,011d3cd963b9a810c2e8e616da27bbfd8a3c717e,61,vertx-completable-future,me.escoffier.vertx.completablefuture.VertxCompletableFutureTest.testAcceptEitherAsyncWithExecutor,NO,Extended
https://github.com/codingchili/excelastic,6bb7884b1e70f9e588d75bdaf132a84f6e896a7a,11,excelastic,com.codingchili.TestWriter.shouldWriteToElasticPort,NO,Extended
https://github.com/ctco/cukes,b483e1a8f261b80a66291a42fc455256b0b5059c,33,cukes-cukes-core,"lv.ctco.cukes.core.RunCukesTest.When let variable ""var1"" to be random password with length 8",NO,Extended
https://github.com/ctco/cukes,b483e1a8f261b80a66291a42fc455256b0b5059c,14,cukes-cukes-http,lv.ctco.cukes.http.facade.HttpAssertionFacadeImplTest.shouldReturnBodyWhenEnabledAndNoMax,OD,Extended
https://github.com/ctco/cukes,b483e1a8f261b80a66291a42fc455256b0b5059c,50,cukes-cukes-samples-cukes-http-mock-sample,"lv.ctco.cukes.rest.run.RunCustomCukesTest.* mock response will have header ""expected"" with value ""hello""",NO,Extended
https://github.com/ctco/cukes,b483e1a8f261b80a66291a42fc455256b0b5059c,15,cukes-cukes-samples-cukes-oauth-sample,"lv.ctco.cukes.oauth.sample.RunCukesOAuthTest.And response contains ""Read success""",NO,Extended
https://github.com/ctco/cukes,b483e1a8f261b80a66291a42fc455256b0b5059c,6,cukes-cukes-samples-cukes-plugin-sample,lv.ctco.cukes.plugins.RunCukesTest.Given wait for 1 second,NO,Extended
https://github.com/ctco/cukes,b483e1a8f261b80a66291a42fc455256b0b5059c,48,cukes-cukes-samples-cukes-rabbitmq-sample,"lv.ctco.cukes.rabbitmq.RunCukesRabbmitMQTest.And content-type is ""application/json""",NO,Extended
https://github.com/davidmoten/rxjava2-extras,d0315b6ecb0d24437ec0d440b6d768e89247d56c,393,rxjava2-extras,com.github.davidmoten.rx2.SpecializedMspcLinkedQueueTest.testPushPoll,SKIP,Extended
https://github.com/davidmoten/rxjava2-extras,d0315b6ecb0d24437ec0d440b6d768e89247d56c,393,rxjava2-extras,com.github.davidmoten.rx2.internal.flowable.FlowableServerSocketTest.testLoad,NO,Extended
https://github.com/dnsjava/dnsjava,d97b6a0685d59143372bb392ab591dd8dd840b61,625,dnsjava,org.xbill.DNS.APLRecordTest.test_malformed_address,SKIP,Extended
https://github.com/eclipse-ee4j/tyrus,d86e0cb0a4f26ba89daf8668137c156e57fea565,63,tyrus-tests-e2e-non-deployable,org.glassfish.tyrus.test.e2e.non_deployable.ServerExecutorsManagementTest.testExecutorServicesGetClosed,NO,Extended
https://github.com/eclipse-ee4j/tyrus,d86e0cb0a4f26ba89daf8668137c156e57fea565,185,tyrus-tests-e2e-standard-config,org.glassfish.tyrus.test.standard_config.ProxyTest.testConnectStuck,SKIP,Extended
https://github.com/eclipse-ee4j/tyrus,d86e0cb0a4f26ba89daf8668137c156e57fea565,1,tyrus-tests-servlet-autobahn-server,org.glassfish.tyrus.tests.servlet.autobahn.StandaloneServer.testServer,SKIP,Extended
https://github.com/espertechinc/esper,590fa9c9eb854f1420b9d337b802aca19f963cc0,2,esper-examples-rfidassetzone,com.espertech.esper.example.rfidassetzone.TestLRMovingSimMain.testSim,NO,Extended
https://github.com/espertechinc/esper,590fa9c9eb854f1420b9d337b802aca19f963cc0,49,esper-runtime,com.espertech.esper.runtime.internal.schedulesvcimpl.TestSchedulingServiceImpl.testTrigger,OD,Extended
https://github.com/feroult/yawp,b3bcf9c958d51b3b3f8fdd0ccc26923d5a531da1,1,yawp-yawp-testing-yawp-testing-appengine,io.yawp.testing.appengine.pipes.flow.FlowDropsTest.testFlowDropsToSameSink,NO,Extended
https://github.com/fhoeben/hsac-fitnesse-fixtures,a64c18d9c4bac8271275c7b089d40be20f0604b5,251,hsac-fitnesse-fixtures,nl.hsac.fitnesse.fixture.slim.FileFixtureTest.testDelete,OD,Extended
https://github.com/flaxsearch/luwak,c27ec08c803db6ca6be1b6e8017f45667e603161,200,luwak-luwak,uk.co.flax.luwak.matchers.TestParallelMatcher.testParallelSlowLog,NO,Extended
https://github.com/flaxsearch/luwak,c27ec08c803db6ca6be1b6e8017f45667e603161,200,luwak-luwak,uk.co.flax.luwak.matchers.TestPartitionMatcher.testParallelSlowLog,NO,Extended
https://github.com/fluent/fluent-logger-java,da14ec349bf0904da9865940b57b87563616ee04,16,fluent-logger-java,org.fluentd.logger.TestFluentLogger.testReconnection,NO,Extended
https://github.com/fromage/redpipe,0aff891d6befdf0dcc2bdbfda22262cdf82ac66f,38,redpipe-redpipe-engine,net.redpipe.engine.swagger.SwaggerApiTest.checkSwagger,NO,Extended
https://github.com/fromage/redpipe,0aff891d6befdf0dcc2bdbfda22262cdf82ac66f,2,redpipe-redpipe-service-discovery,net.redpipe.discovery.DiscoveryTest.checkWebClient,OD,Extended
https://github.com/fromage/redpipe,0aff891d6befdf0dcc2bdbfda22262cdf82ac66f,14,redpipe-redpipe-templating-freemarker,net.redpipe.templating.freemarker.ApiTest.checkMail,NO,Extended
https://github.com/fromage/redpipe,0aff891d6befdf0dcc2bdbfda22262cdf82ac66f,14,redpipe-redpipe-templating-freemarker,net.redpipe.templating.freemarker.ApiTest.checkTemplateNegociationSingleHtml,NO,Extended
https://github.com/fromage/redpipe,0aff891d6befdf0dcc2bdbfda22262cdf82ac66f,14,redpipe-redpipe-templating-freemarker,net.redpipe.templating.freemarker.ApiTest.checkTemplateNegociationText,NO,Extended
https://github.com/gooddata/GoodData-CL,58728ec3e57ea9a4d689f38b0b385e8724af618c,8,GoodData-CL-connector,com.gooddata.csv.DataTypeGuessTest.testIsDate,OD,Extended
https://github.com/hexagonframework/spring-data-ebean,dd11b97654982403b50dd1d5369cadad71fce410,48,spring-data-ebean,org.springframework.data.ebean.repository.UserRepositoryIntegrationTest.deleteById,OD,Extended
https://github.com/javadelight/delight-nashorn-sandbox,da35edc0a75424bad8cbf60959fae253202154c4,77,delight-nashorn-sandbox,delight.nashornsandbox.TestGetFunction.test,NO,Extended
https://github.com/javadelight/delight-nashorn-sandbox,da35edc0a75424bad8cbf60959fae253202154c4,77,delight-nashorn-sandbox,delight.nashornsandbox.TestMemoryLimit.test_no_abuse,NO,Extended
https://github.com/jhipster/jhipster-registry,00db36611da5fc7aaf9d5372aa90f2465d80c0c4,53,jhipster-registry,io.github.jhipster.registry.web.rest.AccountResourceTest.testGetUnknownAccount,OD,Extended
https://github.com/kagkarlsson/db-scheduler,4a8a28e60640dcd03e8d3bf212f483d35b0b6310,48,db-scheduler,com.github.kagkarlsson.scheduler.SchedulerTest.scheduler_should_execute_rescheduled_task_when_exactly_due,NO,Extended
https://github.com/kagkarlsson/db-scheduler,4a8a28e60640dcd03e8d3bf212f483d35b0b6310,48,db-scheduler,com.github.kagkarlsson.scheduler.WaiterTest.should_wait_until_woken,NO,Extended
https://github.com/kagkarlsson/db-scheduler,4a8a28e60640dcd03e8d3bf212f483d35b0b6310,48,db-scheduler,com.github.kagkarlsson.scheduler.compatibility.HsqlCompatibilityTest.test_compatibility,NO,Extended
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,925,marine-api,net.sf.marineapi.ais.event.AbstractAISMessageListenerTest.testSequenceListenerWithIncorrectOrder,OD,Extended
https://github.com/ktuukkan/marine-api,af0003847db9ba822f67d4f1dceb8de3fe63250a,925,marine-api,net.sf.marineapi.ais.parser.AISMessageFactoryTest.testCreateWithTwo,OD,Extended
https://github.com/lcw2004/one,7b9b249ab1c09f39be885f95a27a756288be4548,2,one-one-notify,com.lcw.one.main.EmailServiceTest.sendEmailList,NO,Extended
https://github.com/logzio/sawmill,e493c2e279b8820c0fdc2c79ab760d6759eb5a4a,269,sawmill-sawmill-core,io.logz.sawmill.PipelineExecutorTest.testOnSuccessPipelineExecution,NO,Extended
